location,guests,bedrooms,beds,bathrooms,wifi,parking,kitchen,pool,gym,fireplace,security,price_per_night
Dehradun,8,4,4,4,1,0,0,0,1,1,1,11492
Pune,6,1,1,1,0,0,1,0,0,0,1,8280
Kolkata,1,1,5,2,0,0,1,1,0,0,1,9984
Bangalore,7,5,3,2,1,0,0,0,0,0,1,12350
Patna,1,4,3,1,1,1,0,0,1,1,1,9565
Mumbai,5,5,1,4,0,1,0,1,0,1,1,13900
Kolkata,3,2,2,2,0,0,0,0,0,0,0,8484
Pune,3,1,3,2,0,1,0,0,1,1,0,9439
Shimla,4,2,2,1,1,0,1,1,0,0,0,8276
Coimbatore,6,4,1,4,1,1,1,1,0,0,1,12148
Varanasi,7,1,6,4,1,0,1,1,1,1,1,13405
Agra,1,1,5,4,0,0,0,1,1,1,1,9729
Lucknow,8,5,6,1,1,0,0,1,0,0,1,13274
Shimla,3,3,3,1,1,0,1,0,1,1,0,7203
Bangalore,3,5,5,4,0,1,1,1,1,0,1,15557
Bhopal,4,5,4,4,0,1,0,0,1,0,0,11483
Shimla,3,4,2,2,1,0,1,0,1,1,0,9330
Coimbatore,8,3,3,3,0,0,0,0,1,1,0,11091
Delhi,2,1,2,3,0,1,0,1,0,0,0,9197
Bangalore,7,4,3,3,0,0,1,1,1,0,1,13909
Nagpur,6,2,1,3,1,1,0,0,0,1,0,9109
Pune,8,1,1,4,1,0,1,0,0,1,0,11587
Udaipur,7,2,2,3,0,1,0,0,0,0,0,6477
Udaipur,8,2,1,4,1,0,1,0,0,0,1,8275
Indore,3,4,4,4,1,1,1,0,0,0,0,10373
Delhi,2,3,5,4,0,0,0,0,0,0,1,10710
Raipur,1,5,6,3,0,0,1,1,1,1,0,12878
Chennai,10,5,1,2,1,1,0,0,0,0,0,12155
Bhopal,10,5,1,4,1,0,0,0,0,0,1,11157
Surat,5,4,4,2,1,1,1,1,1,1,0,14261
Mumbai,7,1,6,3,0,0,1,1,1,1,1,14695
Delhi,2,4,3,3,0,0,1,1,0,0,1,12890
Chennai,3,1,5,1,0,1,1,0,0,1,1,10218
Udaipur,4,4,6,1,0,1,1,1,1,0,1,10981
Lucknow,3,3,4,1,1,0,0,1,0,1,1,9443
Kolkata,7,2,2,4,1,0,0,1,0,0,0,12266
Agra,6,5,6,2,0,0,0,1,1,0,1,11328
Mumbai,5,5,2,1,1,0,1,1,0,1,0,12427
Chandigarh,2,5,4,1,1,0,0,1,0,0,0,10134
Bangalore,7,1,1,2,1,1,0,0,1,1,0,10502
Pune,2,4,5,3,0,0,0,1,1,0,0,12289
Jaipur,3,4,1,4,1,0,1,0,1,1,1,10579
Ahmedabad,9,2,2,3,1,1,0,0,1,0,1,11981
Mysore,9,2,5,1,0,1,1,1,1,0,0,10935
Varanasi,3,1,4,1,0,1,1,1,0,1,1,8647
Mumbai,6,3,4,2,1,0,0,0,0,1,1,11593
Patna,7,2,2,4,1,0,1,0,0,0,0,8416
Agra,7,2,3,1,1,0,1,1,0,0,1,8962
Delhi,4,4,4,2,1,1,1,1,0,0,0,12737
Surat,7,5,6,1,0,0,1,0,1,1,0,12447
Coimbatore,3,4,4,2,0,0,1,0,0,0,1,8067
Bhopal,8,2,3,2,1,1,1,1,0,0,0,11783
Bhopal,7,2,4,4,0,0,1,1,1,1,0,12009
Shimla,8,4,4,1,0,0,0,1,1,0,0,10893
Mumbai,8,3,2,2,0,1,1,1,0,1,1,13873
Pune,3,1,1,1,1,0,1,0,0,1,0,6881
Kolkata,2,3,6,3,1,1,0,1,0,1,0,13588
Patna,5,2,5,2,0,0,0,0,1,1,0,9772
Indore,3,1,1,2,1,1,1,1,0,1,1,10079
Chennai,10,3,6,2,0,0,0,1,0,0,1,12810
Mysore,3,2,2,4,1,0,0,0,1,0,0,7606
Chennai,1,4,6,4,1,1,0,1,1,1,0,15558
Surat,3,4,1,2,0,1,0,0,1,1,1,9158
Chandigarh,8,1,3,2,0,1,0,0,1,0,1,9290
Jodhpur,10,1,2,4,1,1,1,1,1,0,1,11415
Chennai,5,4,3,4,0,0,1,0,1,1,0,11977
Bhopal,3,2,3,4,0,0,1,1,0,1,0,11510
Mysore,9,3,6,3,1,0,1,0,1,1,1,11486
Jodhpur,3,3,6,1,1,1,1,1,1,0,1,11537
Mumbai,2,4,4,2,0,1,1,0,1,1,0,11418
Patna,1,1,1,3,1,1,1,0,0,0,1,6649
Shimla,7,5,2,2,1,1,0,0,0,0,0,8915
Ahmedabad,9,4,1,1,1,0,1,0,0,1,0,12246
Ahmedabad,2,1,4,2,0,0,1,0,1,0,0,9368
Agra,1,4,2,4,1,0,0,0,1,0,0,8001
Chandigarh,9,3,5,2,1,0,0,1,1,1,1,14150
Mysore,2,4,4,3,1,0,1,1,0,0,0,9452
Delhi,2,3,6,1,0,1,0,1,1,0,1,12781
Patna,8,2,1,1,1,1,0,0,1,0,1,8222
Raipur,8,3,3,1,1,0,1,1,1,1,0,12192
Lucknow,6,1,3,1,0,0,0,1,0,0,0,7310
Bhopal,5,1,4,3,0,0,1,0,1,1,0,8707
Kolkata,7,2,6,2,0,1,1,0,0,1,1,11555
Lucknow,4,5,4,1,0,1,1,1,0,1,1,11483
Indore,6,3,4,3,0,1,1,1,1,0,1,12033
Hyderabad,10,4,3,1,1,0,1,1,0,0,1,14589
Jodhpur,9,1,1,3,0,1,0,0,0,1,1,7619
Raipur,9,4,5,4,0,1,0,1,1,0,1,13884
Surat,8,3,4,1,0,1,0,0,1,1,1,11585
Coimbatore,1,5,2,2,0,0,0,0,1,0,0,7685
Patna,2,4,3,1,0,1,1,0,0,0,1,7360
Agra,5,1,2,3,1,0,1,1,1,1,0,10260
Shimla,1,3,5,4,0,1,1,1,0,0,1,9963
Jaipur,1,1,5,4,0,0,1,0,0,1,1,7521
Chennai,7,5,4,4,1,1,0,1,0,1,1,15804
Bhopal,4,4,3,3,0,1,0,0,1,0,0,10292
Nagpur,6,4,6,3,1,1,0,1,1,0,0,14395
Patna,4,3,1,1,0,0,1,0,1,0,1,8060
Mumbai,6,2,4,3,1,0,1,1,1,0,0,14013
Hyderabad,2,3,2,1,0,0,0,1,1,0,0,10276
Chandigarh,3,2,5,2,1,0,0,0,1,1,0,8213
Indore,10,3,4,2,1,0,1,0,0,0,1,9561
Jaipur,8,2,1,4,0,1,1,1,1,1,0,13382
Mysore,1,1,1,1,1,0,1,1,0,0,1,6961
Varanasi,5,5,3,1,0,0,1,1,1,0,0,9858
Bangalore,3,2,2,2,0,0,1,1,1,1,1,12400
Mumbai,5,4,2,2,0,1,0,1,1,1,1,13017
Indore,8,1,4,3,1,1,1,1,1,0,0,12394
Surat,9,3,4,2,1,1,0,0,0,1,1,9800
Hyderabad,10,1,1,3,0,0,0,0,0,1,1,11311
Nagpur,8,4,1,1,0,1,1,1,1,1,0,12238
Mumbai,3,2,1,3,0,0,0,1,0,1,1,11673
Ahmedabad,7,1,6,1,0,1,0,1,1,0,0,12318
Lucknow,7,3,1,1,0,0,0,0,1,1,0,8203
Jodhpur,1,1,4,1,0,1,0,1,0,1,1,7526
Bangalore,8,4,2,1,0,1,0,0,1,1,0,12283
Kolkata,7,4,5,3,1,0,1,1,0,1,1,14585
Ahmedabad,6,2,6,1,0,0,0,0,0,0,1,8443
Hyderabad,6,4,6,1,1,0,1,1,0,1,1,13862
Ahmedabad,1,2,1,4,1,0,0,1,1,1,1,12912
Chennai,8,1,6,1,1,0,1,1,1,0,1,13675
Surat,8,1,1,3,0,0,1,1,0,0,1,10604
Indore,1,2,6,1,0,1,1,1,1,1,1,10263
Delhi,5,1,5,3,1,0,0,1,0,0,1,11620
Lucknow,6,2,5,2,1,1,1,1,0,0,1,11364
Raipur,7,5,1,2,0,1,0,0,0,0,0,7950
Jodhpur,9,5,3,1,1,0,0,0,1,0,1,10687
Jodhpur,5,3,2,4,1,1,1,1,1,0,0,12322
Coimbatore,10,1,1,3,1,0,0,1,0,0,0,9859
Agra,8,4,1,3,0,0,1,1,1,0,1,12196
Mumbai,10,1,4,3,0,0,1,1,0,1,1,12754
Kolkata,8,3,1,4,0,0,0,0,1,0,1,11074
Mysore,3,3,3,3,1,0,1,0,1,0,1,9185
Raipur,6,2,4,1,0,1,0,1,1,1,1,10199
Coimbatore,8,2,5,4,0,0,0,1,0,1,0,11359
Kolkata,9,3,3,4,1,0,0,0,1,0,0,12984
Mumbai,8,5,6,3,1,0,0,1,1,0,0,16364
Indore,1,2,1,1,0,1,1,0,1,1,1,8721
Udaipur,7,1,3,1,0,1,0,1,0,0,1,7412
Kolkata,1,5,3,1,1,1,0,1,1,0,1,12444
Chandigarh,2,3,6,1,1,1,1,1,1,0,0,11681
Bangalore,9,4,2,2,1,0,1,1,0,0,1,12848
Mysore,6,1,5,1,0,0,1,1,0,0,1,9195
Raipur,1,3,5,3,0,0,0,0,0,0,0,6034
Mysore,8,4,2,4,1,0,0,1,0,0,1,10577
Udaipur,7,1,6,3,1,0,0,0,0,1,0,8149
Agra,7,3,3,1,0,0,0,0,0,1,0,6832
Bangalore,7,1,4,3,1,0,0,0,0,1,1,10230
Chandigarh,1,3,3,4,0,0,1,1,0,0,0,10558
Agra,9,3,6,1,0,0,1,1,1,1,1,13010
Coimbatore,4,1,6,3,0,1,1,0,0,1,1,9675
Bangalore,5,5,5,3,1,1,0,1,0,0,0,13995
Surat,1,1,1,2,1,0,1,0,1,0,0,5786
Agra,4,1,4,3,0,0,1,1,1,0,1,10619
Kolkata,7,1,5,1,1,1,0,1,0,0,0,11290
Surat,2,3,3,2,1,1,0,0,1,1,1,9150
Pune,1,5,5,1,1,0,1,0,1,0,1,10573
Surat,2,3,1,3,1,0,1,1,0,0,1,9566
Agra,9,4,1,2,1,0,1,1,1,1,0,13068
Jaipur,1,2,6,4,1,0,1,0,0,1,0,9400
Shimla,7,1,2,4,1,0,1,1,1,0,0,11080
Jodhpur,7,4,1,2,1,0,1,0,1,1,1,9365
Dehradun,9,1,6,1,0,0,1,1,1,1,0,11027
Surat,7,1,4,2,0,1,0,0,1,1,0,9917
Udaipur,2,5,4,1,0,1,1,0,0,0,1,8377
Indore,6,5,2,4,0,0,1,1,1,1,0,13047
Dehradun,3,1,1,4,1,1,1,0,1,0,0,7812
Mumbai,4,2,3,2,1,1,0,0,1,1,1,11594
Patna,8,4,3,1,0,1,1,0,1,1,0,10561
Shimla,3,2,1,1,0,0,1,0,1,0,1,7040
Pune,2,3,3,4,0,0,0,1,0,0,1,11791
Lucknow,1,4,3,2,1,0,0,0,1,1,1,8896
Bhopal,3,3,4,1,1,0,1,0,0,0,0,7319
Hyderabad,6,1,1,4,0,0,0,0,1,1,1,10116
Jaipur,1,2,1,1,0,0,0,0,0,1,0,4580
Jaipur,10,5,5,1,0,0,0,0,1,0,1,12265
Nagpur,9,4,5,3,0,1,1,1,0,1,0,13188
Shimla,2,1,3,2,0,0,0,0,0,0,1,5720
Mysore,9,2,3,1,1,0,1,1,1,1,1,12067
Dehradun,5,1,2,3,1,0,0,1,1,0,1,9341
Indore,4,2,2,1,1,0,1,1,0,1,1,9680
Patna,10,3,1,2,1,1,0,0,0,0,1,9055
Chandigarh,8,5,6,4,1,0,1,1,1,1,1,17050
Raipur,1,2,6,4,1,1,1,1,1,1,1,10858
Shimla,1,4,6,4,1,1,0,1,0,1,0,10343
Udaipur,9,1,3,2,0,1,0,0,0,1,0,7918
Udaipur,1,5,2,3,0,1,0,0,1,0,0,7506
Jaipur,6,3,6,3,1,0,0,0,1,1,0,11372
Jaipur,3,5,3,4,0,1,1,0,1,1,1,11476
Ahmedabad,4,3,3,3,0,0,0,0,1,0,1,10745
Agra,9,4,1,3,0,1,0,1,0,0,1,11235
Indore,10,4,2,3,1,0,0,0,1,1,1,12113
Nagpur,8,1,2,4,1,0,1,0,1,0,0,10623
Delhi,2,4,1,4,1,1,1,1,1,0,0,13015
Ahmedabad,6,1,6,3,1,0,1,1,1,1,1,14896
Delhi,2,5,5,3,1,1,1,0,1,1,1,13572
Coimbatore,7,1,2,2,1,1,1,1,1,0,0,10209
Kolkata,10,3,5,1,1,1,1,0,1,0,0,13061
Kolkata,5,3,2,3,1,1,0,1,0,0,0,11634
Jaipur,3,4,1,1,0,1,1,0,0,0,0,8048
Shimla,5,2,6,2,1,1,1,0,0,0,1,9006
Ahmedabad,6,4,3,1,1,0,1,0,0,0,0,9732
Indore,6,1,4,4,1,0,0,0,1,1,0,9727
Hyderabad,5,5,2,3,1,1,1,0,1,1,0,12966
Jodhpur,4,3,1,2,0,0,0,0,0,1,0,6091
Lucknow,7,3,3,1,1,0,0,1,0,1,0,9827
Surat,9,5,3,4,1,0,1,1,0,1,1,13926
Coimbatore,9,4,1,4,1,1,1,1,0,0,0,13779
Dehradun,4,2,4,2,0,0,1,1,0,1,0,9980
Mysore,4,5,6,2,0,0,1,0,1,0,1,9802
Agra,1,2,6,2,1,1,0,0,1,0,1,8589
Pune,10,5,2,3,0,1,0,0,0,0,1,13268
Kolkata,8,3,4,4,0,0,0,0,0,0,0,11183
Ahmedabad,4,4,1,2,1,0,1,1,0,1,0,11594
Ahmedabad,3,4,6,2,0,1,0,0,1,0,0,11464
Mumbai,8,4,4,1,0,0,0,1,1,0,0,13834
Delhi,9,4,4,3,0,0,0,0,0,1,0,11400
Delhi,4,3,3,4,0,1,0,1,1,1,1,14244
Chandigarh,8,5,3,4,0,0,1,1,0,0,1,12823
Patna,3,3,3,3,1,1,0,0,1,1,0,9171
Raipur,5,3,4,4,0,0,0,0,1,1,1,10861
Shimla,2,5,6,4,1,1,1,0,1,0,1,10225
Delhi,9,3,4,2,0,0,0,0,1,1,1,12723
Shimla,4,1,6,4,1,1,0,0,0,0,1,8336
Nagpur,7,5,1,2,1,0,1,1,1,1,0,13282
Bangalore,8,1,3,3,0,0,1,1,0,0,0,11400
Chandigarh,3,3,2,1,0,1,0,0,1,1,0,7631
Hyderabad,1,2,5,1,0,0,1,1,1,1,0,11461
Jaipur,1,4,3,4,0,1,0,1,1,0,0,11571
Bhopal,8,3,2,2,1,0,0,1,1,0,1,12791
Shimla,1,2,2,4,1,0,1,0,1,1,1,8928
Chennai,7,4,2,2,1,0,1,1,0,1,0,14386
Jaipur,3,2,5,1,0,0,1,0,1,1,1,8354
Udaipur,4,3,1,4,1,1,1,0,1,0,0,8869
Indore,9,5,5,1,1,1,1,1,0,0,1,12729
Coimbatore,7,3,1,1,1,1,1,1,0,0,0,10154
Varanasi,9,5,4,2,0,0,0,0,0,0,1,9068
Chennai,6,5,4,1,0,1,0,0,0,0,0,11475
Jaipur,8,1,2,4,1,1,0,1,0,1,1,12588
Raipur,6,1,6,4,0,0,1,1,1,0,1,11353
Lucknow,8,4,4,3,0,0,0,0,0,1,1,10395
Kolkata,4,5,3,1,0,1,1,0,0,1,1,11442
Kolkata,3,4,1,1,0,0,0,1,0,1,0,10908
Lucknow,8,3,4,2,0,0,1,0,0,1,1,9522
Pune,9,3,3,3,0,0,1,1,1,0,1,15055
Hyderabad,8,1,5,4,1,0,0,0,0,1,1,11344
Chennai,5,5,3,3,1,1,0,0,1,1,0,12322
Nagpur,2,5,6,3,1,1,1,1,0,1,0,12062
Surat,9,3,2,4,0,0,1,1,1,0,1,12423
Indore,1,5,1,4,1,0,0,0,1,1,1,9832
Udaipur,10,4,2,3,1,1,0,1,0,0,1,11665
Hyderabad,7,1,5,1,0,1,1,0,1,1,0,10910
Ahmedabad,5,4,6,4,1,0,1,1,0,0,0,13616
Chennai,10,1,2,2,1,0,1,0,1,0,1,12299
Mysore,3,2,6,4,0,1,1,1,0,1,0,11213
Bangalore,7,5,4,4,1,0,1,0,1,0,0,14757
Varanasi,1,5,2,4,0,0,0,1,1,1,0,10247
Jaipur,5,2,6,1,0,0,0,0,0,1,1,9291
Jaipur,10,1,1,2,0,0,1,1,1,1,0,11054
Hyderabad,10,2,3,1,1,0,1,0,1,1,1,13328
Agra,1,2,1,2,1,0,0,1,1,1,0,8354
Jodhpur,2,2,3,1,0,0,1,1,0,1,0,8148
Hyderabad,10,1,6,3,1,1,1,0,1,0,0,12365
Bangalore,5,3,3,1,0,0,0,1,1,0,1,11086
Jodhpur,1,3,5,3,0,0,1,0,0,0,0,6969
Agra,10,3,6,3,0,0,1,1,0,0,1,13157
Mumbai,10,5,2,1,0,1,0,1,1,0,1,14774
Bhopal,3,4,6,3,1,0,1,0,0,0,0,9172
Indore,1,4,6,2,1,0,0,0,0,0,0,8040
Coimbatore,2,1,5,4,0,0,0,0,0,0,0,7005
Bangalore,3,2,5,4,1,1,0,0,1,1,0,11282
Nagpur,5,1,6,4,1,0,1,0,0,0,0,9805
Jodhpur,2,3,5,3,1,1,1,1,1,0,0,10761
Kolkata,1,1,4,3,1,1,0,1,0,1,1,10624
Shimla,5,4,5,2,0,1,0,1,1,1,1,13027
Coimbatore,5,3,4,2,0,1,0,1,0,1,0,10715
Nagpur,9,5,1,3,0,1,0,1,0,1,0,13053
Bangalore,1,5,2,4,1,0,1,0,1,0,1,11825
Mumbai,4,5,4,4,0,1,0,1,0,0,0,13703
Chennai,9,3,2,4,0,1,0,1,1,1,1,16192
Kolkata,9,4,1,3,1,1,0,0,1,1,1,12658
Chandigarh,9,2,4,2,1,0,0,1,0,1,0,10999
Hyderabad,7,2,6,3,0,0,1,1,1,0,0,14592
Agra,8,1,5,3,1,0,0,1,1,0,0,11318
Chandigarh,3,4,2,4,0,0,1,1,1,1,1,13417
Chandigarh,9,3,1,2,0,0,1,1,1,1,0,12918
Delhi,5,3,2,2,0,0,1,1,1,1,0,13934
Hyderabad,2,2,6,2,0,1,1,0,1,0,1,10129
Bangalore,3,1,1,4,0,1,0,1,1,1,0,11695
Bangalore,9,5,3,1,1,1,0,0,1,0,0,11755
Mysore,1,2,3,2,0,1,0,0,1,0,1,5792
Ahmedabad,5,3,4,4,0,0,1,0,1,1,0,12722
Delhi,2,1,2,4,1,1,0,0,1,0,1,9521
Nagpur,10,3,1,3,0,1,1,1,1,0,0,13328
Raipur,7,1,4,3,1,0,0,1,0,0,0,8605
Mumbai,9,5,2,3,0,0,1,1,0,0,1,15568
Jaipur,2,3,5,2,1,1,1,0,1,1,0,9595
Kolkata,3,2,1,4,1,0,1,0,0,0,0,8862
Ahmedabad,3,5,3,3,1,0,1,0,0,0,0,10126
Surat,5,4,4,2,1,1,1,0,1,0,0,9883
Ahmedabad,5,3,1,3,1,1,0,0,0,1,0,10396
Chennai,4,2,2,3,0,1,1,0,0,0,0,10137
Bangalore,3,4,2,4,1,1,0,1,0,0,1,11964
Mysore,10,5,5,3,0,1,0,0,1,0,0,11400
Ahmedabad,8,2,4,4,1,1,0,0,1,1,1,13865
Lucknow,3,4,5,1,0,1,0,1,1,0,0,11336
Mysore,1,1,5,1,1,0,1,1,0,0,1,8039
Pune,7,2,4,1,0,0,1,1,0,1,1,11982
Coimbatore,9,1,4,4,1,1,0,0,0,0,1,9577
Surat,6,2,3,4,1,0,1,0,0,1,1,10356
Raipur,6,2,3,1,0,1,1,0,0,1,1,8714
Chandigarh,9,1,5,3,0,0,1,0,0,0,1,9069
Delhi,1,3,2,3,0,1,1,1,1,1,1,13650
Ahmedabad,10,4,1,1,1,0,1,0,0,1,0,11642
Indore,8,1,6,3,0,0,0,1,0,0,1,10036
Mysore,4,4,6,4,1,1,0,1,1,1,1,12823
Lucknow,2,3,2,2,1,1,0,1,1,1,0,10782
Pune,9,3,1,2,1,1,1,0,1,0,1,12624
Udaipur,3,3,5,4,0,1,0,0,1,1,0,10304
Lucknow,10,1,6,3,0,0,0,0,1,1,1,11633
Jodhpur,7,4,6,4,0,0,1,0,1,0,0,10303
Indore,8,4,6,3,0,0,1,1,0,1,0,13443
Chennai,8,1,5,2,1,0,1,1,0,1,1,13593
Hyderabad,1,1,2,1,0,1,1,1,0,1,1,9506
Bhopal,8,2,6,4,1,1,0,1,1,1,0,13947
Chennai,7,5,1,1,0,0,1,0,1,1,0,12707
Jaipur,1,3,4,2,0,1,1,0,1,1,0,9952
Chennai,3,5,3,1,1,1,0,1,0,1,1,13520
Indore,8,1,2,3,1,0,1,0,1,0,1,9155
Bhopal,5,5,1,1,0,1,0,1,0,1,1,11117
Hyderabad,1,2,1,2,0,0,1,1,0,1,1,9666
Mumbai,9,3,1,1,0,0,1,1,1,1,1,12891
Coimbatore,10,3,1,4,1,1,1,1,0,1,0,13247
Ahmedabad,6,1,1,4,1,0,1,1,0,1,1,12611
Bhopal,7,4,4,4,1,1,0,1,1,1,0,13477
Coimbatore,2,5,2,4,1,1,0,0,1,1,0,10849
Mumbai,4,1,3,1,1,0,0,1,1,0,1,11004
Chennai,9,2,4,2,1,0,0,1,0,1,1,13580
Surat,7,4,3,2,1,0,0,0,1,1,0,11268
Shimla,10,2,6,3,0,0,1,0,0,0,1,9807
Udaipur,2,5,3,2,0,0,1,0,0,0,1,7901
Raipur,2,5,3,1,0,1,0,1,0,1,1,10804
Kolkata,5,2,1,4,0,0,1,1,1,0,0,11868
Surat,6,2,1,4,1,1,0,0,1,1,0,9359
Jaipur,9,3,2,3,0,1,0,1,0,0,0,11574
Pune,6,4,3,1,1,1,1,1,0,0,1,12070
Jaipur,10,5,3,3,1,0,0,0,1,1,0,13034
Surat,9,5,1,3,0,1,0,0,1,1,0,12597
Surat,8,5,6,3,0,0,0,0,0,0,1,12163
Udaipur,3,3,4,3,0,1,0,1,1,1,1,11844
Surat,5,1,1,1,0,1,1,0,1,0,1,8301
Raipur,1,3,3,2,1,1,1,0,0,0,1,6079
Jaipur,5,5,6,2,1,0,1,0,1,0,0,11845
Shimla,8,2,2,3,0,0,1,0,1,1,0,9619
Chennai,8,5,5,3,1,0,0,0,0,1,1,13427
Dehradun,7,5,4,2,0,0,0,1,1,1,1,12473
Bangalore,9,5,4,4,0,1,1,0,0,1,0,13656
Chandigarh,7,2,4,1,1,0,0,1,1,0,0,9735
Coimbatore,1,2,6,1,1,0,1,1,0,1,1,10136
Nagpur,10,5,5,1,1,1,1,1,0,0,0,12462
Coimbatore,1,4,2,4,0,0,1,1,0,1,0,10581
Pune,9,5,6,2,0,0,1,1,0,0,1,15417
Raipur,2,4,5,3,1,1,0,1,0,0,0,10225
Raipur,2,5,1,3,0,1,0,1,0,1,0,10450
Indore,2,2,3,2,1,0,1,0,1,1,0,7676
Hyderabad,1,1,2,3,1,0,1,1,0,1,1,10995
Hyderabad,10,3,1,4,1,0,1,1,0,0,0,14584
Shimla,7,5,3,4,1,0,1,0,1,1,0,11238
Mumbai,4,1,4,2,1,1,0,0,0,0,0,7526
Indore,10,1,3,3,1,0,1,0,1,1,0,10568
Patna,3,3,4,2,1,1,1,1,1,0,0,10866
Shimla,10,1,1,4,0,0,1,0,0,0,1,7455
Delhi,6,1,1,3,1,1,0,1,1,1,1,13359
Jodhpur,2,4,6,1,1,0,0,1,1,0,0,9642
Mysore,10,1,2,3,0,1,0,1,1,1,0,10948
Mumbai,1,1,6,1,0,1,1,1,0,0,0,9183
Pune,6,2,5,3,0,0,0,1,0,0,1,12937
Raipur,8,4,1,2,0,0,0,1,0,1,1,9751
Varanasi,1,2,4,4,0,0,1,0,0,0,1,6547
Dehradun,9,3,1,4,0,1,0,1,1,1,1,12339
Chandigarh,9,5,5,4,1,1,1,1,1,1,0,16450
Bangalore,4,4,2,2,0,1,0,1,1,0,0,12448
Bhopal,8,5,1,2,1,1,0,1,1,1,1,14761
Mysore,2,3,3,3,0,1,0,1,1,1,1,11389
Surat,7,3,6,1,1,1,0,1,1,1,0,11999
Mysore,5,4,2,4,1,1,1,0,0,1,0,10108
Surat,6,3,6,1,0,0,1,0,1,1,1,11276
Indore,9,3,1,1,0,0,0,1,0,0,0,9344
Agra,1,4,5,1,1,1,1,1,1,1,0,11842
Indore,3,2,2,3,1,0,1,1,0,1,0,10498
Delhi,9,1,1,2,1,0,0,0,1,1,0,11084
Nagpur,1,3,2,3,0,0,1,0,0,0,0,6581
Agra,5,4,2,4,1,1,0,0,1,1,1,11100
Chennai,6,5,3,4,0,1,0,0,0,1,0,12036
Hyderabad,9,1,2,1,1,1,1,1,0,1,1,12886
Mumbai,7,3,2,3,0,0,1,0,0,0,0,9876
Udaipur,1,5,1,4,1,1,1,1,1,1,1,12503
Raipur,7,2,4,2,0,0,0,1,1,1,1,10833
Mysore,6,2,2,3,0,1,0,0,0,0,0,6496
Chennai,6,1,3,4,0,0,1,0,1,1,0,11977
Pune,4,4,3,2,0,1,1,0,0,0,0,10888
Surat,1,2,5,2,1,1,0,0,0,0,0,7446
Agra,6,2,2,1,1,1,1,1,1,0,1,9230
Raipur,10,4,5,1,1,0,1,1,1,0,1,13670
Chandigarh,8,1,4,3,1,1,1,1,0,0,1,12230
Shimla,3,4,5,4,1,1,0,1,0,1,0,11002
Kolkata,3,2,1,1,0,0,0,0,1,1,1,7966
Hyderabad,2,2,1,1,0,1,1,0,0,0,0,7770
Bhopal,9,3,6,1,0,0,0,0,1,0,0,9116
Shimla,8,3,5,3,0,1,1,0,0,1,0,9258
Lucknow,4,5,1,2,0,0,1,1,0,1,0,10319
Coimbatore,2,4,3,4,0,1,1,1,0,0,1,11418
Udaipur,6,3,4,4,0,0,1,0,0,1,1,9038
Mumbai,8,1,1,4,1,0,0,0,1,0,0,10793
Pune,2,3,6,3,1,1,0,0,1,1,0,10966
Hyderabad,3,5,4,4,1,1,0,1,0,1,1,15609
Bhopal,3,5,3,2,1,1,1,0,0,1,1,10742
Kolkata,8,2,3,2,0,1,1,1,1,0,1,14559
Agra,1,3,1,2,0,0,1,1,0,1,1,9081
Chandigarh,7,3,6,3,0,0,1,1,0,1,0,12138
Raipur,3,1,1,1,1,1,0,0,0,0,1,4948
Mumbai,9,3,4,3,1,1,0,0,0,1,0,12863
Mumbai,10,5,2,3,1,1,0,1,0,1,0,14782
Kolkata,10,5,3,4,1,1,0,1,1,0,1,16637
Coimbatore,8,1,5,1,0,1,0,0,0,1,0,8820
Ahmedabad,9,2,5,3,0,1,0,0,0,0,0,10865
Delhi,3,2,2,1,1,1,1,0,0,1,0,8163
Kolkata,9,2,4,2,1,1,0,0,0,1,1,12610
Patna,2,5,3,2,1,1,1,1,0,0,1,11973
Udaipur,6,4,2,2,0,1,0,1,0,0,0,10443
Dehradun,10,4,2,2,1,1,0,1,0,0,0,11193
Surat,8,1,2,2,0,0,0,1,1,0,0,9895
Agra,5,1,4,3,0,0,0,1,1,0,0,8315
Jaipur,10,1,5,4,1,0,0,1,0,0,1,12879
Patna,9,2,5,4,0,0,0,1,0,1,1,12434
Varanasi,9,5,2,2,1,0,0,0,0,0,0,9224
Chandigarh,3,3,1,3,0,0,0,1,1,0,0,10895
Delhi,7,1,3,1,1,1,0,0,1,0,1,9797
Bangalore,10,3,1,4,1,0,1,0,1,0,1,13868
Bhopal,1,3,5,4,1,0,1,0,1,0,1,10676
Bangalore,7,2,4,2,1,1,1,0,1,1,0,12368
Surat,4,2,2,2,0,0,1,1,0,0,0,7935
Dehradun,5,5,5,1,0,0,1,0,1,1,1,10366
Nagpur,2,3,1,4,0,0,1,1,1,1,1,10960
Chennai,9,1,1,3,1,1,1,0,1,1,1,12907
Varanasi,10,3,3,3,0,1,0,1,0,1,0,12288
Varanasi,2,3,1,3,0,0,1,1,1,0,1,9899
Jaipur,3,4,5,2,0,0,0,0,0,0,1,8006
Nagpur,1,3,4,3,1,1,0,0,1,0,0,8141
Kolkata,6,4,4,2,1,1,0,1,0,1,1,13441
Jaipur,3,1,6,2,0,0,0,0,0,0,1,7476
Surat,1,4,2,3,1,1,0,1,0,0,1,10018
Hyderabad,9,2,5,3,0,0,1,0,0,1,1,12751
Raipur,3,3,1,3,0,1,0,1,0,0,0,8807
Hyderabad,3,1,6,1,0,1,0,1,0,1,1,10758
